MSI_DO_YOU_AGREE	동의 하십니까?
MSI_REQ_ALLY_GUILD	길드 동맹 요청
MSI_DISORGANIZE_GUILD_SUCCESS	길드가 성공적으로 해체 되었습니다.
MSI_DISORGANIZE_GUILD_INVALIDKEY	주민등록번호가 틀려서 길드가 해체되지 않았습니다.
MSI_DISORGANIZE_GUILD_MEMBEREXIST	길드맴버가 존재해서 길드가 해체되지 않았습니다.
MSI_REQ_HOSTILE_GUILD	길드 적대 요청
MSI_SELECT_HAIR_COLOR	머리색깔 선택
MSI_GUILD_MAKE_GUILD_NONE_ITEM	길드결성시 필요한 아이템이 없습니다.
MSI_MONSTER_INFO_WINDOW	몬스터 정보
MSI_NAME	이름
MSI_LEVEL	레벨
MSI_HP	HP
MSI_SIZE	크기
MSI_RACETYPE	종족
MSI_MDEFPOWER	MDEF
MSI_PROPERTY	속성
MSI_PROPERTY_NEUTURAL	無
MSI_PROPERTY_WATER	水
MSI_PROPERTY_EARTH	地
MSI_PROPERTY_FIRE	火
MSI_PROPERTY_WIND	風
MSI_PROPERTY_POISON	毒
MSI_PROPERTY_SAINT	聖
MSI_PROPERTY_DARK	暗
MSI_PROPERTY_MENTAL	念
MSI_PROPERTY_UNDEAD	死
MSI_CANT_MAKE_ITEM	현재는 아이템을 만들 수 없습니다.
MSI_MAKE_LIST	제조 목록
MSI_MAKE_TARGET	 만들기
MSI_REQUIRE_FOR_MAKE_TARGET	 에 필요한 재료:
MSI_MAKE_TARGET_FAIL	 만들기 실패
MSI_MAKE_TARGET_SUCCEESS	 만들기 성공
MSI_MAKE_TARGET_FAIL_MSG	%s 만들기를 실패하였습니다.
MSI_MAKE_TARGET_SUCCEESS_MSG	%s 만들기를 성공했습니다.
MSI_NOT_ENOUGH_LEVEL	레벨이 부족합니다.
MSI_TOO_HIGH_LEVEL	레벨이 너무 높습니다.
MSI_NOT_ACCEPTABLE_JOB	직업이 적합하지 않습니다.
MSI_TALKBOX_WINDOW	토키 박스 트랩 메세지
MSI_TALKBOX_WINDOW_MSG	기록할 메세지를 입력하시기 바랍니다.
MSI_SEND_TO_GUILD	길드에게 보냄
MSI_NOT_SETTLED	결제된 계정이 아닙니다. 결제 페이지로 이동하시겠습니까?
MSI_ACCOUNT_BUSY	서버가 혼잡한 관계로 잠시후 다시 시도해 주시기 바랍니다.
MSI_INFORMATION_REMAINED	지난 접속 정보가 남아 있습니다. 30초정도 지난뒤에 다시 시도해 주시기 바랍니다.
MSI_BIRDOFF	매 풀어주기
MSI_CHIKENOFF	페코페코 내리기
MSI_SIZE_SMALL	小
MSI_SIZE_MIDDLE	中
MSI_SIZE_BIG	大
MSI_DOUBLE	더블
MSI_TRIPLE	트리플
MSI_QUADROPLE	쿼드로플
MSI_LOGIN_REFUSE_BLOCKED_UNTIL	%s 까지 로그인을 금지하고 있습니다.
MSI_MANUFACTURED_NORMAL_ITEM	의 
MSI_MANUFACTURED_FIRE_ITEM	의 파이어 
MSI_MANUFACTURED_ICE_ITEM	의 아이스 
MSI_MANUFACTURED_WIND_ITEM	의 윈드 
MSI_MANUFACTURED_EARTH_ITEM	의 어스 
MSI_ACCOUNT_ADDRESS	211.239.161.246
MSI_ACCOUNT_PORT	6900
MSI_REGISTRATION_WEB_URL	http://roz.gnjoy.com/
MSI_BAN_USER	%s 사용자 강제 종료
MSI_ONE_STARPIECE	무지쎈 
MSI_TWO_STARPIECE	무지무지쎈 
MSI_THREE_STARPIECE	무무무쎈 
MSI_GUILD_KICK_REASON	길드 추방 사유
MSI_INCATTACKSPEED	 공격 속도가 증가했습니다.
MSI_DECATTACKSPEED	 공격 속도가 감소했습니다.
MSI_INCWEAPONATTACK	 무기의 공격력이 향상되었습니다.
MSI_DECWEAPONATTACK	 무기의 공격력이 감소되었습니다.
MSI_FASTPREDELAY	 시전 딜레이가 줄었습니다.
MSI_NORMALPREDELAY	 시전 딜레이가 정상으로 되었습니다.
MSI_WEAPONPROPERTYPOISON	 무기에 독속성이 부여되었습니다.
MSI_WEAPONPROPERTYSAINT	 무기에 성속성이 부여되었습니다.
MSI_WEAPONPROPERTYORIGINAL	 무기의 원래속성이 적용되었습니다.
MSI_ARMORPROPERTYSAINT	 방어구에 성속성이 부여되었습니다.
MSI_ARMORPROPERTYORIGINAL	 방어구의 원래속성이 적용되었습니다.
MSI_BARRIOR	 배리어 상태가 되었습니다.
MSI_DISAPPEARBARRIOR	 배리어 상태가 해제 되었습니다.
MSI_PERFECTDAMAGE	무기별 크기에 따른 패널티를 삭제합니다.
MSI_DISAPPEARPERFECTDAMAGE	 웨폰퍼펙션 모드가 해제 되었습니다.
MSI_OVERTHRUSTING	 무기가 파괴될 가능성이 높아진 대신 무기의 공격력이 증가하였습니다.
MSI_DISAPPEAROVERTHRUSTING	 오버트러스트 상태가 해제 되었습니다.
MSI_MAXIMIZE	 무기의 최대 성능을 끌어냅니다.
MSI_DISAPPEARMAXIMIZE	 맥시마이즈 상태가 해제 되었습니다.
MSI_SERVER_PROPERTY_NEW	[신서버] 
MSI_SERVER_USER_COUNT	(%d 명)
MSI_SERVER_INSPECTING	(점검중)
MSI_GUILD_MEMBER_STATUS_ONLINE	길드멤버 %s님이 접속하셨습니다.
MSI_GUILD_MEMBER_STATUS_OFFLINE	길드멤버 %s님이 종료하셨습니다.
MSI_GOT_EXPERIENCE_POINT	경험치 %d 얻음
MSI_GOT_JOB_EXPERIENCE_POINT	잡경험치 %d 얻음
MSI_LEFT_GUILD	길드에서 탈퇴 했습니다.
MSI_BAN_FROM_GUILD	길드에서 추방 당했습니다.
MSI_ITEM_IDENTIFY_SUCCEESS	아이템 감정 성공
MSI_ITEM_IDENTIFY_FAIL	아이템 감정 실패
MSI_ITEM_COMPOUNDING_SUCCEESS	아이템 조합 성공
MSI_ITEM_COMPOUNDING_FAIL	아이템 조합 실패
MSI_HOSTILE_GUILD_SUCCEESS	길드 적대 성공
MSI_TOO_MANY_HOSTILE_GUILD	적대 길드수 초과로 길드 적대 실패
MSI_ALREADY_REGISTERED_HOSTILE_GUILD	이미 적대 길드 입니다
MSI_ITEM_REFINING_SUCCEESS	제련이 성공적으로 되었습니다.
MSI_ITEM_REFINING_FAIL	제련이 실패하였습니다.
MSI_IMPOSSIBLE_TELEPORT_AREA	이곳에서는 순간이동이 불가능합니다.
MSI_POSSIBLE_TELEPORT_AREA	이 장소는 기억할 수 없습니다.
MSI_CANT_EXIT_NOW	지금은 종료할 수 없습니다.
MSI_POSITION	직위
MSI_JOB	직업
MSI_MEMO	메모
MSI_CONTRIBUTION	기여
MSI_EXP_CONTIRIBUTION	상납경험치
MSI_LEAVE_GUILD	길드탈퇴
MSI_EXPEL_GUILD	제명시키기
MSI_GRADE	서열
MSI_POSITION_NAME	직위명
MSI_JOIN_AUTHORITY	가입권한
MSI_PENALTY_AUTORITY	처벌권한
MSI_CONTRIBUTION_PERCENT	상납%
MSI_TITLE	제목
MSI_CONTENTS	내용
MSI_GUILD_NAME	길드이름
MSI_GUILD_LEVEL	길드레벨
MSI_GUILD_PEOPLE_COUNT	조합원수
MSI_RANKING	랭킹
MSI_ITEM_IDENTIFY	아이템 감정
MSI_ITEM_COMPOUNDING	아이템 조합
MSI_PLEASE_INPUT_WHY_LEAVING	탈퇴 사유를 입력해주세요.
MSI_PELASE_INPUT_WHY_EXPEL	추방 사유를 입력해주세요.
MSI_PLEASE_CLOSE_STORE	상점을 닫으세요.
MSI_SKILL_NAME	스킬 이름
MSI_ITEM_NAME	아이템 이름
MSI_SETTLE_WEB_URL	https://payment.ragnarok.co.kr
MSI_BAN_IP_OVERFLOW	게임방에서 사용가능한 IP개수가 모두 사용중입니다. 개인 계정으로 결제 하시겠습니까?
MSI_BAN_PAY_OUT	결제시간이 다되어 게임을 종료합니다.
MSI_NAMELENGTH_TOO_LONG	이름이 너무 깁니다. 한글 11자 영문 23자 이내로 써주십시오.
MSI_DELETE_AFTER_10_SECOND	deleted
MSI_BILLING_100	귀하는 개인 정액제 사용자입니다.
MSI_BILLING_200	귀하는 개인정량제 사용자입니다.
MSI_BILLING_300	귀하는 개인 무료 사용자입니다.
MSI_BILLING_400	귀하는 개인 무료 허용기간 사용자입니다.
MSI_BILLING_500	귀하는 게임방 정액제 사용자입니다.
MSI_BILLING_501	귀하는 게임방 정량제 사용자입니다.
MSI_BILLING_600	귀하는 게임방 무료 허용기간 사용자입니다.
MSI_BILLING_700	귀하는 게임방 무료 사용자입니다.
MSI_BILLING_800	귀하는 종량제 사이트 이용자입니다.
MSI_EMOTION_LIST	이모션 목록
MSI_VIEW_EMOTION	/이모션
MSI_EMOTION_SURPRISE	/!
MSI_EMOTION_QUESTION	/?
MSI_EMOTION_DELIGHT	/기쁨
MSI_EMOTION_THROB	/하트
MSI_EMOTION_BIGTHROB	/왕하트
MSI_EMOTION_SWEAT	/땀
MSI_EMOTION_AHA	/아하
MSI_EMOTION_FRET	/짜증
MSI_EMOTION_ANGER	/화
MSI_EMOTION_MONEY	/돈
MSI_EMOTION_THINK	/...
MSI_EMOTION_THANKS	/감사
MSI_EMOTION_KEK	/꽥
MSI_EMOTION_SORRY	/죄송
MSI_EMOTION_SMILE	/웃음
MSI_EMOTION_PROFUSELY_SWEAT	/뻘뻘
MSI_EMOTION_SCRATCH	/긁적
MSI_EMOTION_BEST	/최고
MSI_EMOTION_STARE_ABOUT	/두리번
MSI_EMOTION_HUK	/헉
MSI_EMOTION_O	/오
MSI_EMOTION_X	/엑스
MSI_EMOTION_HELP	/헬프
MSI_EMOTION_GO	/가
MSI_EMOTION_CRY	/엉엉
MSI_EMOTION_KIK	/킥킥
MSI_EMOTION_CHUP	/쪽
MSI_EMOTION_CHUPCHUP	/쪽쪽
MSI_EMOTION_HNG	/흥
MSI_EMOTION_OK	/응
MSI_SHORTCUT_LIST	단축키 목록
MSI_BAN_PAY_SUSPEND	귀하의 계정은 보류되었습니다.
MSI_BAN_PAY_CHANGE	과금 정책 변경으로 인해 일시 종료됩니다. 다시 접속하여 주시기 바랍니다.
MSI_BAN_PAY_WRONGIP	어카운트 서버에 인증된 IP와 귀하의 IP가 달라 연결을 종료합니다.
MSI_BAN_PAY_PNGAMEROOM	게임방 IP에서 개인 종량제 과금을 막기 위해 연결을 종료합니다. 개인 종량제 과금을 사용하기 위해서는 게임방IP로 등록이 되지 않은 IP를 사용해 주세요.
MSI_BAN_OP_FORCE	귀하는 운영자에 의해 강제 종료 되었습니다.
MSI_USESKILL_FAIL_WEIGHTOVER	무게가 90%를 초과하여 스킬을 사용할 수 없습니다.
MSI_NAMELESS_USER	무명
MSI_RANK_IN_TEN	축하합니다. %s님의 현재 랭킹이 %d위로 상승하였습니다.
MSI_RANK_OUT_TEN	안타깝게도 %s님의 현재 랭킹이 %d위로 하락하였습니다.
MSI_PET_INFO	Pet Info
MSI_PET_HUNGRY	만복도
MSI_PET_FRIENDLY	친밀도
MSI_CANT_OPEN_STORE_WHILE_CHAT	상점과 채팅방을 동시에 열수 없습니다.
MSI_EA4	개
MSI_SLAIN	%s 를 전투불능으로 만들었습니다.
MSI_SLAINBY	%s 님에 의해 전투불능 상태가 되었습니다.
MSI_NOT_EXIST_PET_FOOD	먹이 - '%s' 아이템이 존재하지 않습니다..
MSI_PET_FEEDING	먹이 주기
MSI_PET_PERFORMANCE	퍼포먼스
MSI_PET_RETURN_EGG	알로 되돌리기
MSI_PET_ACC_OFF	악세사리 해제
MSI_PET_SHOWINFO	Pet 상태 보기
MSI_PET_ACCESSARY	악세사리
MSI_ITEM_EQUIPED	장착됨
MSI_PET_EGG_LIST	펫 리스트
MSI_ITEM_UNEQUIPED	장착 안됨
MSI_SURE_TO_FEED_PET	정말로 먹이를 주시겠습니까?
MSI_CAN_INPUT_NUMBER_ONLY	가격을 쓰실땐 숫자(0~9)만 써주십시오.
MSI_CANT_SELL_UNIDENTIFIED_ITEM	감정되지 않은 아이템은 판매할 수 없습니다.
MSI_YOU_HAVE_FREE_ITEM_ON_SHOP	가격이 0 Zeny인 아이템이 존재합니다. 계속 하시겠습니까?
MSI_NEW_EMOTION_LIST	[새로 추가된 이모션 리스트]
MSI_BAN_JAPAN_REFUSE1	일본쪽 베타 사용자들에게 전하는 메세지. -> 겅호에서 재가입 하세요.
MSI_BAN_JAPAN_REFUSE2	일본쪽 과금이 종료된 사용자들에게 전하는 메세지. -> 돈내라. 두 번내라.
MSI_ALREADY_SAME_AID_JOINED	같은 계정의 캐릭터가 이미 가입되어있습니다.
MSI_SERVER_PROPERTY_ADULT	(%d 명) - 만18세이상
MSI_ENST_PROVOKE	 프로보크 상태가 되었습니다.
MSI_DSST_PROVOKE	 프로보크 상태가 해제되었습니다.
MSI_ENST_ENDURE	 인듀어 상태가 되었습니다.
MSI_DSST_ENDURE	 인듀어 상태가 해제되었습니다.
MSI_ENST_CONCENTRATION	 집중력 향상 상태가 되었습니다.
MSI_DSST_CONCENTRATION	 집중력 향상 상태가 해제되었습니다.
MSI_ENST_HIDING	 하이딩 상태가 되었습니다.
MSI_DSST_HIDING	 하이딩 상태가 해제되었습니다.
MSI_ENST_CLOAKING	 클로킹 상태가 되었습니다.
MSI_DSST_CLOAKING	 클로킹 상태가 해제되었습니다.
MSI_ENST_POISONREACT	 독을 반사 할 수 있는 상태가 되었습니다.
MSI_DSST_POISONREACT	 포이즌 리액트 상태가 해제되었습니다.
MSI_ENST_QUAGMIRE	 이동속도가 감소하였습니다.
MSI_DSST_QUAGMIRE	 콰그마이어 상태가 해제되었습니다.
MSI_ENST_ANGELUS	 방어력이 증가되었습니다.
MSI_DSST_ANGELUS	 안젤루스 상태가 해제되었습니다.
MSI_ENST_BLESSING	 힘과 지능, 덱스가 증가하였습니다.
MSI_DSST_BLESSING	 블레싱 상태가 해제되었습니다.
MSI_ENST_CRUCIS	 시그넘 크루시스를 사용하였습니다.
MSI_DSST_CRUCIS	 시그넘 크루시스 상태가 해제되었습니다.
MSI_ENST_SLOWPOISON	 독이 퍼지는 속도가 느려졌습니다.
MSI_DSST_SLOWPOISON	 슬로우 포이즌 상태가 해제되었습니다.
MSI_ENST_MAGNIFICAT	 SP의 회복 속도가 향상 되었습니다.
MSI_DSST_MAGNIFICAT	 마니피캇 상태가 해제되었습니다.
MSI_ENST_GLORIA	 행운이 향상되었습니다.
MSI_DSST_GLORIA	 글로리아 상태가 해제되었습니다.
MSI_ENST_LEXAETERNA	 1회 공격에 두 배 데미지를 받는 상태가 되었습니다.
MSI_DSST_LEXAETERNA	 렉스에테르나 상태가 해제되었습니다.
MSI_ENST_ADRENALINE	 공격속도가 증가하였습니다.
MSI_DSST_ADRENALINE	 공격속도가 감소하였습니다.
MSI_ENST_RIDING	 페코에 올라 탔습니다.
MSI_DSST_RIDING	 페코에서 내렸습니다.
MSI_ENST_FALCON	 팔콘을 장착하였습니다.
MSI_DSST_FALCON	 팔콘을 풀어주었습니다.
MSI_ENST_TRICKDEAD	 죽은척하기 상태가 되었습니다.
MSI_DSST_TRICKDEAD	 죽은척하기 상태가 해제되었습니다.
MSI_ENST_SHOUT	 힘이 강해졌습니다.
MSI_DSST_SHOUT	 힘이 원래대로 돌아왔습니다.
MSI_ENST_ENERGYCOAT	 에너지코트 상태가 되었습니다.
MSI_DSST_ENERGYCOAT	 에너지코트 상태가 해제되었습니다.
MSI_ENST_BROKENAMOR	 방어구가 파괴되었습니다.
MSI_DSST_BROKENAMOR	 ...
MSI_ENST_BROKENWEAPON	 무기가 파괴되었니다.
MSI_DSST_BROKENWEAPON	 ...
MSI_ENST_ILLUSION	 환영상태가 되었습니다.
MSI_DSST_ILLUSION	 환영상태가 해제되었습니다.
MSI_REFUSE_BLOCK_TEMPORARY	과금 정보 처리가 늦어지고 있어 접속이 지연되고 있습니다. 잠시 후에 다시 시도해 주시기 바랍니다.
MSI_UNEQUIP_ARROW	장착된 화살/탄환/수리검 을 해제해야합니다.
MSI_ARROW_LIST	화살 목록
MSI_CART_LIST	카트 목록
MSI_MUST_EQUIP_CART	카트를 장착한 상태여야 합니다.
MSI_CANT_MAKE_CHAT_ROOM	채팅방을 개설 할 수 없습니다.
MSI_3DAY_FREE	라그나로크 홈페이지로 접속하여 계정을 만듭니다. 처음 계정을 만드시면 3일 동안은 무료로 이용하실 수 있습니다.
MSI_CANT_USE_WHEN_SITDOWN	앉은 상태에서는 이 아이템을 사용할 수 없습니다.
MSI_BAD_MANNER_REMAIN	채팅, 스킬, 아이템 사용금지가 %d 분간 남아 있습니다.
MSI_BAD_MANNER_END	채팅, 스킬, 아이템 사용금지가 해지 되었습니다.
MSI_REF_UNEQUIP	-[장착안됨]
MSI_VERY_HUNGRY	배고픔
MSI_HUNGRY	출출함
MSI_NORMAL	보통
MSI_REPLETE	배부름
MSI_VERY_REPLETE	아주 배부름
MSI_VERY_AWKWARD	서먹서먹함
MSI_AWKWARD	어색함
MSI_FRIENDLY	친함
MSI_VERY_FRIENDLY	절친함
MSI_UNKNOWN	알수 없음
MSI_BILLING_DAY_HOUR_MINUTES	귀하는 앞으로 %일 %d시간 %d분 사용이 가능합니다.
MSI_BAN_INFORMATION_REMAINED_ANOTHER_ACCOUNT	이 계정은 이미 다른 어카운트 서버로 접속한 상태입니다.
MSI_BILLING_HOUR_MINUTES	귀하는 앞으로 %d시간 %d분 사용이 가능합니다.
MSI_BILLING_FREE_USER	귀하는 무료 사용자 입니다.
MSI_REFUSE_NONSAKRAY_ID_BLOCKED	이 계정으로 사크라이에 접속할수 없습니다.
MSI_PETNAME_IN23	펫의 이름은 영문 23, 한글 11자 이내로 정해 주세요.
MSI_PETNAME_CHANGE_ONLYONCE	이름은 단 한번만 바꿀수 있습니다. 펫 이름을 ^0000ff^0000ff %s^000000^000000 로 수정합니다. 계속 하시겠습니까?
MSI_NAMEBALLOON_TYPE	/폰트
MSI_GUILDZENY_NOT_ENOUGH	길드에 남은 제니가 부족하여 작업이 실패하였습니다.
MSI_GUILDZENY_OVER	길드가 소유할 수 있는 최대 금액을 초과하여 작업이 실패하였습니다.
MSI_MINEFFECT_ON	이펙트 간략화 On
MSI_MINEFFECT_OFF	이펙트 간략화 Off
MSI_CAPITAL	자본금
MSI_OPEN_ITEMWND_TO_THROW	아이템을 바닥에 버리려면, 아이템 창을 열어 주십시오.
MSI_ASK_PNGAMEROOM	PC방 요금이 종료하여 개인 요금제로 전환합니다. 개인 요금으로 게임을 계속 하시겠습니까?
MSI_REPLY_REMAINTIME	
MSI_INFO_REMAINTIME	
MSI_OVER_OR_LOW_MONEY	돈이 모자라거나, 가질 수 있는 최대 금액을 초과하였습니다.
MSI_PRESS_ESC_TO_RESTART	전투불능 상태가 되었습니다. esc키를 누르시면 선택창이 뜹니다.
MSI_EA_OBTAIN	  %d 개 획득
MSI_SPELL_LIST	스펠 리스트
MSI_MINEFFECT	/최소화
MSI_DAMAGED_ITEM	이 아이템은 손상되어 있습니다.
MSI_EXPLAIN_NOSHIFT	/noshift : 쉬프트를 누르지않고 힐로 적을 공격할수있게됩니다 On Off
MSI_NOSHIFT_ON	시프트를 누르지 않고도 힐로 언데드를 공격할수 있습니다 [/ns ON]
MSI_NOSHIFT_OFF	시프트를 눌러야 힐로 언데드를 공격할수 있습니다 [/ns OFF]
MSI_REFUSE_BAN_BY_DBA	MSI_REFUSE_BAN_BY_DBA
MSI_REFUSE_EMAIL_NOT_CONFIRMED	MSI_REFUSE_EMAIL_NOT_CONFIRMED
MSI_REFUSE_BAN_BY_GM	MSI_REFUSE_BAN_BY_GM
MSI_REFUSE_TEMP_BAN_FOR_DBWORK	MSI_REFUSE_TEMP_BAN_FOR_DBWORK
MSI_REFUSE_SELF_LOCK	MSI_REFUSE_SELF_LOCK
MSI_REFUSE_NOT_PERMITTED_GROUP	MSI_REFUSE_NOT_PERMITTED_GROUP
MSI_REFUSE_WAIT_FOR_SAKRAY_ACTIVE	MSI_REFUSE_WAIT_FOR_SAKRAY_ACTIVE
MSI_EXPLAIN_AURA	/aura : 오오라를 간략화 시킬수있습니다 On Off
MSI_AURA_ON	오오라가 정상적으로 표시됩니다 [오오라 ON]
MSI_AURA_OFF	오오라가 간략화되서 표시됩니다 [오오라 OFF]
MSI_PROHIBIT_LOG	채팅금지 기록 %d 회
MSI_PROHIBIT_LIST	채팅 금지 리스트
MSI_EXPLAIN_SHOWNAMETYPE	/이름표시 or /showname : 캐릭터의 이름 표시 방식을 변경합니다.
MSI_EXPLAIN_NOCTRL	/noctrl : 콘트롤을 누르지않아도 자동공격이 됩니다. On Off
MSI_NOCTRL_ON	콘트롤을 누르지 않아도 자동공격을 합니다 [/nc ON]
MSI_NOCTRL_OFF	콘트롤을 눌러야 자동공격을 합니다 [/nc OFF]
MSI_APPEND_PROHIBIT	채팅 금지 주기
MSI_ERASE_PROHIBIT	채팅 금지 완전 풀기 & 로그 삭제
MSI_REDUCE_PROHIBIT	채팅 금지 시간 줄이기(로그 삭제 안됨)
MSI_SHOWNAME_ON	폰트가 정상적으로 바뀌었습니다 [이름표시방식 1]
MSI_SHOWNAME_OFF	폰트가 가늘게 바뀌면서 파티명도 표시됩니다 [이름표시방식 2]
MSI_EXPLAIN_DORIDORI	/doridori : 연속해서 이 명령어를 쳐주면 캐릭터가 도리도리 ^^;;
MSI_BILLING_INTERNET_CAFE	인터넷 카페에서 과금을 하고 있습니다.
MSI_BILLING_BOTH	정액제 과금은 %d일 %d시간 %d분이 남았습니다.\n종량제 과금은 %d시간 %d분이 남았습니다.
MSI_EXPLAIN_BINGBING	/bingbing : 연속해서 이 명령어를 쳐주면 캐릭터가 빙글빙글 ^^;;
MSI_EXPLAIN_BANGBANG	/bangbang : 연속해서 이 명령어를 쳐주면 캐릭터가 뱅글뱅글 ^^;;
MSI_EXPLAIN_SKILLFAIL	/skillfail : 빨간색의 스킬사용 실패 메세지를 표시하지 않습니다 On Off
MSI_SKILLFAIL_ON	스킬사용 실패 메세지를 표시합니다 [/sf ON]
MSI_SKILLFAIL_OFF	스킬사용 실패 메세지를 표시하지 않습니다 [/sf OFF]
MSI_EXPLAIN_NOTALKMSG	/notalkmsg : 채팅내용을 채팅창에 표시하지 않습니다 On Off
MSI_NOTALKMSG_ON	채팅내용을 채팅창에 표시합니다 [/nm ON]
MSI_NOTALKMSG_OFF	채팅내용을 채팅창에 표시하지않습니다 [/nm OFF]
MSI_EXPLAIN_SET1	/set1 : /nc + /showname + /sf + /wi, /set2 : + /q3
MSI_EXPLAIN_FOG	/fog : FOG이펙트를 키거나 끌수있습니다 On Off
MSI_SUGGEST_COUPLE	  청혼을 해왔습니다. 승낙하시겠습니까?
MSI_HOWITEMDIV	아이템 분배 방식
MSI_ITEMDIV1	각자 취득
MSI_ITEMDIV2	균등하게 분배
MSI_KEYCRYPT	nProtect KeyCrypt
MSI_KEYCRYPT_INSTALL_KEYDRIVER	Keyboard Driver가 검출되었습니다. \n\n키보드 보안 입력을 위해 추가기능을 설치하시겠습니까?    \n\n(추가기능 설치후, 시스템 reboot 필수)
MSI_KEYCRYPT_REBOOT	설치가 완료 되었습니다. \n\n시스템을 Reboot 합니다.    
MSI_KEYCRYPT_INSTALLFAIL	설치 실패. 
MSI_KEYCRYPT_SKIPKEYCRYPT	키보드 보안을 적용하지 않고 계속합니다.
MSI_KEYCRYPT_NOKEYCRYPTFILE	키보드 보안에 필요한 파일이 존재하지 않습니다.  \n\n(npkeyc.vxd, npkeyc.sys, npkeycs.sys)
MSI_KEYCRYPT_USBKEYBOARD	USB Keyboard가 검출되었습니다. \n\n키보드 보안 입력을 위해 추가기능을 설치하시겠습니까?    \n\n(추가기능 설치후, 시스템 reboot 필수)
MSI_FINDHACK_PATH	ftp://ragnarok.nefficient.co.kr/pub/ragnarok/ragnarok0526.exe
MSI_FINDHACK_NOTINSTALLED	FindHack이 정상적으로 설치가 되어있지 않습니다. ragnarok0226.exe 를 다운로드 하여 라그나로크가 설치된 폴더에 설치해 주시기 바랍니다.(%d).
MSI_FINDHACK_HACKTOOLEXIST	해킹툴이 존재하지만 치료가 정상적으로 되지 않았습니다. 라그나로크가 실행되지 않습니다.
MSI_FINDHACK_CANTDOWNLOAD	해킹툴 진단 프로그램이 정상적으로 다운로드 되지 않았습니다. ragnarok0226.exe 를 다운로드 하여 라그나로크가 설치된 폴더에 설치해 주시기 바랍니다.
MSI_FINDHACK_NOFILE	NPX.DLL 등록에러 이거나 FindHack 구동에 필요한 파일이 없습니다. ragnarok0226.exe 를 다운로드 하여 라그나로크가 설치된 폴더에 설치해 주시기 바랍니다.
MSI_FINDHACK_EXCEPTION	예외사항이 발생했습니다. (02-3281-0361)로 문의해주세요. 리턴값(%d)
MSI_FINDHACK_EXITPRESSED	종료버튼을 클릭 하셨습니다.
MSI_FINDHACK_UPDATEFAILED	Findhack 업데이트 서버접근 실패하였습니다. 잠시 후에 다시 시도해 주시거나 그라비티 운영팀으로 연락해주시기 바랍니다.
MSI_NAMED_PET	사랑받고있는 
MSI_REPORTCOMMAND_EXPLANATION	/report or /신고 : 신고용 갈무리 파일을 저장합니다.
MSI_REPORTTEXT_HEADER	이 파일은 (주)그라비티의 운영팀에서 게임내의 부정행위나 비매너 행위에 대한\n증거자료로 사용하게 됩니다.\n문서를 다른 문서 형식으로 저장하거나 내용을 변경하여 원본과 일치하지 않게\n 될 경우 그 문서는 증거 효력을 상실하게 됩니다.
MSI_LOVE_SKILL	당신을 사랑해요 ♡
MSI_EXPLAIN_BRIGHT	화면 또는 이펙트가 밝아서 눈에 부담이 되시는분들은 모니터의 밝기를 조정해주시기바랍니다.
MSI_EXPLAIN_ALTTAB	전체화면모드가 잘안되는 경우에 게임실행후 ALT+TAB으로 화면을 전환하면 잘되는 기종도 있습니다
MSI_SERVER_PROPERTY_PAY	(%d 명) - 유료서버
MSI_SERVER_PROPERTY_FREE	(%d 명) - 무료서버
MSI_CANT_CONNECT_TO_PAY_SERVER	무료 회원은 유료 서버로 접속할 수 없습니다.
MSI_QUICKSPELL_ON	마우스 우클릭으로 F9에 저장한 스킬을 쓸수있습니다 [/q1 ON]
MSI_QUICKSPELL_OFF	마우스 우클릭으로 스킬을 사용하지 못합니다 [/q1 OFF]
