﻿MSI_DO_YOU_AGREE	你同意?
MSI_WEAPONPROPERTYPOISON	该武器被赋予了毒属性.
MSI_WEAPONPROPERTYSAINT	该武器被赋予了神圣属性.
MSI_WEAPONPROPERTYORIGINAL	武器的原始属性已被应用.
MSI_ARMORPROPERTYSAINT	铠甲上附加了神圣属性.
MSI_ARMORPROPERTYORIGINAL	盔甲的原始属性已被应用.
MSI_BARRIOR	已进入屏障状态.
MSI_DISAPPEARBARRIOR	屏障状态已解除.
MSI_PERFECTDAMAGE	消除了每种武器基于尺寸的惩罚.
MSI_DISAPPEARPERFECTDAMAGE	武器完美模式已被禁用.
MSI_OVERTHRUSTING	武器被摧毁的几率增加了,但武器的伤害也增加了.
MSI_DISAPPEAROVERTHRUSTING	过度信任状态已被清除.
MSI_MAXIMIZE	发挥武器的最大性能.
MSI_DISAPPEARMAXIMIZE	最大化状态已发布.
MSI_SERVER_PROPERTY_NEW	[신서버] 
MSI_SERVER_USER_COUNT	(%d 人)
MSI_SERVER_INSPECTING	(维护中)
MSI_GUILD_MEMBER_STATUS_ONLINE	公会成员%s已登录.
MSI_GUILD_MEMBER_STATUS_OFFLINE	公会成员 %s 已退出.
MSI_GOT_EXPERIENCE_POINT	获得经验 %d
MSI_GOT_JOB_EXPERIENCE_POINT	获得各种经验 %d
MSI_LEFT_GUILD	我离开了公会.
MSI_BAN_FROM_GUILD	我被逐出了公会.
MSI_ITEM_IDENTIFY_SUCCEESS	物品鉴定成功
MSI_ITEM_IDENTIFY_FAIL	物品鉴定失败
MSI_ITEM_COMPOUNDING_SUCCEESS	物品组合成功
MSI_ITEM_COMPOUNDING_FAIL	物品组合失败
MSI_HOSTILE_GUILD_SUCCEESS	公会敌意成功
MSI_TOO_MANY_HOSTILE_GUILD	由于敌对公会数量过多,公会敌对行动失败
MSI_ALREADY_REGISTERED_HOSTILE_GUILD	已经是敌对公会了.
MSI_ITEM_REFINING_SUCCEESS	熔炼成功.
MSI_ITEM_REFINING_FAIL	熔炼失败.
MSI_IMPOSSIBLE_TELEPORT_AREA	这里不可能进行传送.
MSI_POSSIBLE_TELEPORT_AREA	我不记得这个地方了.
MSI_CANT_EXIT_NOW	你现在不能退出.
MSI_POSITION	点
MSI_JOB	工作
MSI_MEMO	备忘录
MSI_CONTRIBUTION	贡献
MSI_EXP_CONTIRIBUTION	还款体验
MSI_LEAVE_GUILD	退出公会
MSI_EXPEL_GUILD	驱逐
MSI_GRADE	命令
MSI_POSITION_NAME	职位名称
MSI_JOIN_AUTHORITY	认购权
MSI_PENALTY_AUTORITY	惩罚的权力
MSI_CONTRIBUTION_PERCENT	还款%
MSI_TITLE	标题
MSI_CONTENTS	细节
MSI_GUILD_NAME	公会名称
MSI_GUILD_LEVEL	公会等级
MSI_GUILD_PEOPLE_COUNT	工会会员人数
MSI_RANKING	排行
MSI_ITEM_IDENTIFY	物品鉴定
MSI_ITEM_COMPOUNDING	物品组合
MSI_PLEASE_INPUT_WHY_LEAVING	请输入退出原因.
MSI_PELASE_INPUT_WHY_EXPEL	请输入您被开除的原因.
MSI_PLEASE_CLOSE_STORE	关闭你的商店.
MSI_SKILL_NAME	技能名称
MSI_ITEM_NAME	项目名称
MSI_SETTLE_WEB_URL	https://payment.ragnarok.co.kr
MSI_BAN_IP_OVERFLOW	游戏室中所有可用的 IP 均已使用.您想用您的个人账户付款吗?
MSI_BAN_PAY_OUT	付款时间结束后游戏结束.
MSI_NAMELENGTH_TOO_LONG	名字太长了.请写在11个韩文字符和23个英文字符以内.
MSI_DELETE_AFTER_10_SECOND	deleted
MSI_BILLING_100	您是个人订阅用户.
MSI_BILLING_200	您是个人计量支付系统用户.
MSI_BILLING_300	您是免费的个人用户.
MSI_BILLING_400	您是个人免费津贴用户.
MSI_BILLING_500	您是游戏室订阅用户.
MSI_BILLING_501	您是游戏室计量用户.
MSI_BILLING_600	您是免费游戏室用户.
MSI_BILLING_700	您是游戏室的免费用户.
MSI_BILLING_800	您是即用即付网站用户.
MSI_EMOTION_LIST	情感清单
MSI_VIEW_EMOTION	/이모션
MSI_EMOTION_SURPRISE	/!
MSI_EMOTION_QUESTION	/?
MSI_EMOTION_DELIGHT	/기쁨
MSI_EMOTION_THROB	/하트
MSI_EMOTION_BIGTHROB	/왕하트
MSI_EMOTION_SWEAT	/땀
MSI_EMOTION_AHA	/아하
MSI_EMOTION_FRET	/짜증
MSI_EMOTION_ANGER	/화
MSI_EMOTION_MONEY	/돈
MSI_EMOTION_THINK	/...
MSI_EMOTION_THANKS	/감사
MSI_EMOTION_KEK	/꽥
MSI_EMOTION_SORRY	/죄송
MSI_EMOTION_SMILE	/웃음
MSI_EMOTION_PROFUSELY_SWEAT	/뻘뻘
MSI_EMOTION_SCRATCH	/긁적
MSI_EMOTION_BEST	/최고
MSI_EMOTION_STARE_ABOUT	/두리번
MSI_EMOTION_HUK	/헉
MSI_EMOTION_O	/오
MSI_EMOTION_X	/엑스
MSI_EMOTION_HELP	/헬프
MSI_EMOTION_GO	/가
MSI_EMOTION_CRY	/엉엉
MSI_EMOTION_KIK	/킥킥
MSI_EMOTION_CHUP	/쪽
MSI_EMOTION_CHUPCHUP	/쪽쪽
MSI_EMOTION_HNG	/흥
MSI_EMOTION_OK	/응
MSI_SHORTCUT_LIST	快捷键列表
MSI_BAN_PAY_SUSPEND	您的帐户已被暂停.
MSI_BAN_PAY_CHANGE	由于计费政策变更而暂时关闭.请尝试重新连接.
MSI_BAN_PAY_WRONGIP	由于账户服务器上验证的IP与您的IP不同,连接将被终止.
MSI_BAN_PAY_PNGAMEROOM	连接将被终止,以防止从游戏室 IP 进行个人按量付费计费.如需使用个人按量付费,请使用未注册为游戏房间IP的IP.
MSI_BAN_OP_FORCE	您已被管理员强制终止.
MSI_USESKILL_FAIL_WEIGHTOVER	权重超过90%,技能无法使用.
MSI_NAMELESS_USER	棉布
MSI_RANK_IN_TEN	恭喜. %s 目前的排名已升至 %d.
MSI_RANK_OUT_TEN	不幸的是,%s的当前排名已降至%d.
MSI_PET_INFO	Pet Info
MSI_PET_HUNGRY	万福岛
MSI_PET_FRIENDLY	亲密感
MSI_CANT_OPEN_STORE_WHILE_CHAT	您不能同时打开商店和聊天室.
MSI_EA4	狗
MSI_SLAIN	使 %s 无法战斗.
MSI_SLAINBY	%s 让你无法战斗.
MSI_NOT_EXIST_PET_FOOD	食物 - 项目"%s"不存在.
MSI_PET_FEEDING	喂养
MSI_PET_PERFORMANCE	表现
MSI_PET_RETURN_EGG	恢复为鸡蛋
MSI_PET_ACC_OFF	配件发布
MSI_PET_SHOWINFO	查看宠物状态
MSI_PET_ACCESSARY	配件
MSI_ITEM_EQUIPED	装备齐全
MSI_PET_EGG_LIST	宠物清单
MSI_ITEM_UNEQUIPED	未配备
MSI_SURE_TO_FEED_PET	你真的想喂我吗?
MSI_CAN_INPUT_NUMBER_ONLY	填写价格时,请仅使用数字(0 到 9).
MSI_CANT_SELL_UNIDENTIFIED_ITEM	未经评估的物品不能出售.
MSI_YOU_HAVE_FREE_ITEM_ON_SHOP	有一件商品的价格为 0 Zeny.您想继续吗?
MSI_NEW_EMOTION_LIST	[새로 추가된 이모션 리스트]
MSI_BAN_JAPAN_REFUSE1	致日本测试版用户的消息. -> 在 GungHo 重新注册.
MSI_BAN_JAPAN_REFUSE2	向日本计费已结束的用户发送的消息. -> 付钱.付两次钱.
MSI_ALREADY_SAME_AID_JOINED	来自同一帐户的角色已被注册.
MSI_SERVER_PROPERTY_ADULT	(%d 人)- 18 岁或以上
MSI_ENST_PROVOKE	已达到挑衅状态.
MSI_DSST_PROVOKE	挑衅状态已解除.
MSI_ENST_ENDURE	已达到忍耐状态.
MSI_DSST_ENDURE	忍耐状态已解除.
MSI_ENST_CONCENTRATION	注意力有所提高.
MSI_DSST_CONCENTRATION	改善后的专注状态已经解除.
MSI_ENST_HIDING	已经进入隐藏状态.
MSI_DSST_HIDING	隐藏状态已解除.
MSI_ENST_CLOAKING	已进入隐身状态.
MSI_DSST_CLOAKING	隐身状态已被清除.
MSI_ENST_POISONREACT	你现在已经处于可以反射毒的状态了.
MSI_DSST_POISONREACT	毒反应状态已被清除.
MSI_ENST_QUAGMIRE	移动速度降低了.
MSI_DSST_QUAGMIRE	沼泽的状态已经解除.
MSI_ENST_ANGELUS	防御力有所提高.
MSI_DSST_ANGELUS	三钟经地位已被解除.
MSI_ENST_BLESSING	力量,智力和敏捷都增加了.
MSI_DSST_BLESSING	祝福状态已解除.
MSI_ENST_CRUCIS	我用的是Signum Crusis.
MSI_DSST_CRUCIS	Signum Crusis 状态已解除.
MSI_ENST_SLOWPOISON	毒药传播的速度已经减慢.
MSI_DSST_SLOWPOISON	缓慢中毒状态已解除.
MSI_ENST_MAGNIFICAT	SP恢复速度得到提高.
MSI_DSST_MAGNIFICAT	Magnificat 状态已解除.
MSI_ENST_GLORIA	运气有所好转.
MSI_DSST_GLORIA	格洛丽亚的地位被解除了.
MSI_ENST_LEXAETERNA	现在,您的单次攻击会受到双倍伤害.
MSI_DSST_LEXAETERNA	Rexetherna 状态已解除.
MSI_ENST_ADRENALINE	攻击速度增加了.
MSI_DSST_ADRENALINE	攻击速度降低了.
MSI_ENST_RIDING	我上了佩科.
MSI_DSST_RIDING	我在佩科下车.
MSI_ENST_FALCON	配备猎鹰.
MSI_DSST_FALCON	我们释放了猎鹰.
MSI_ENST_TRICKDEAD	我现在处于装死的状态.
MSI_DSST_TRICKDEAD	装死状态已经解除.
MSI_ENST_SHOUT	力量变得更强了.
MSI_DSST_SHOUT	我的体力恢复了正常.
MSI_ENST_ENERGYCOAT	已进入能量外套状态.
MSI_DSST_ENERGYCOAT	能量外套状态已被解除.
MSI_ENST_BROKENAMOR	铠甲已被毁坏.
MSI_DSST_BROKENAMOR	 ...
MSI_ENST_BROKENWEAPON	武器已被毁坏.
MSI_DSST_BROKENWEAPON	 ...
MSI_ENST_ILLUSION	已达到欢迎状态.
MSI_DSST_ILLUSION	欢迎状态已解除.
MSI_REFUSE_BLOCK_TEMPORARY	由于处理帐单信息的延迟,访问被延迟.请稍后重试.
MSI_UNEQUIP_ARROW	您必须解除装备的箭头/탄환/수리검.
MSI_ARROW_LIST	箭头列表
MSI_CART_LIST	购物车清单
MSI_MUST_EQUIP_CART	必须附有购物车.
MSI_CANT_MAKE_CHAT_ROOM	您无法创建聊天室.
MSI_3DAY_FREE	访问 Ragnarok 网站并创建一个帐户.当您创建第一个帐户时,您可以免费使用它 3 天.
MSI_CANT_USE_WHEN_SITDOWN	该物品不能在坐着时使用.
MSI_BAD_MANNER_REMAIN	聊天,技能和物品的禁令将持续 %d 分钟.
MSI_BAD_MANNER_END	聊天,技能,物品的禁令已解除.
MSI_REF_UNEQUIP	-[장착안됨]
MSI_VERY_HUNGRY	饥饿
MSI_HUNGRY	我饿了
MSI_NORMAL	通常
MSI_REPLETE	满的
MSI_VERY_REPLETE	很满
MSI_VERY_AWKWARD	我有点尴尬
MSI_AWKWARD	尴尬
MSI_FRIENDLY	熟悉度
MSI_VERY_FRIENDLY	密友
MSI_UNKNOWN	未知
MSI_BILLING_DAY_HOUR_MINUTES	您可以在接下来的%天内使用%d小时%d分钟.
MSI_BAN_INFORMATION_REMAINED_ANOTHER_ACCOUNT	该帐户已连接到另一个帐户服务器.
MSI_BILLING_HOUR_MINUTES	您还剩 %d 小时 %d 分钟可以使用.
MSI_BILLING_FREE_USER	您是免费用户.
MSI_REFUSE_NONSAKRAY_ID_BLOCKED	您无法使用此帐户访问 Sacrai.
MSI_PETNAME_IN23	请为您的宠物命名,最多 23 个英文字符和 11 个韩文字符.
MSI_PETNAME_CHANGE_ONLYONCE	您只能更改一次姓名.将宠物名更改为 ^0000ff^0000ff %s^000000^000000.您想继续吗?
MSI_NAMEBALLOON_TYPE	/폰트
MSI_GUILDZENY_NOT_ENOUGH	任务失败,因为公会里的Zeny已经不够了.
MSI_GUILDZENY_OVER	由于超出了公会可以拥有的最大数量,操作失败.
MSI_MINEFFECT_ON	效果简化开
MSI_MINEFFECT_OFF	效果简化关闭
MSI_CAPITAL	首都
MSI_OPEN_ITEMWND_TO_THROW	要将物品扔到地板上,请打开物品窗口.
MSI_ASK_PNGAMEROOM	电脑室费用已经结束,所以我们将切换到个人计划.您想继续按照您的个人速度玩游戏吗?
MSI_REPLY_REMAINTIME	
MSI_INFO_REMAINTIME	
MSI_OVER_OR_LOW_MONEY	您没有足够的钱,或者您已经超出了您可以承受的最大金额.
MSI_PRESS_ESC_TO_RESTART	我没有战斗力.当您按 esc 键时,将出现一个选择窗口.
MSI_EA_OBTAIN	获取%d
MSI_SPELL_LIST	拼写列表
MSI_MINEFFECT	/최소화
MSI_DAMAGED_ITEM	该商品已损坏.
MSI_EXPLAIN_NOSHIFT	/noshift:您现在可以在不按 Shift 的情况下通过治疗来攻击敌人.开 关
MSI_NOSHIFT_ON	你可以在不按 Shift [/ns ON] 的情况下通过治疗来攻击不死生物
MSI_NOSHIFT_OFF	您必须按 Shift 键才能使用治疗 [/ns OFF] 来攻击不死生物
MSI_REFUSE_BAN_BY_DBA	MSI_REFUSE_BAN_BY_DBA
MSI_REFUSE_EMAIL_NOT_CONFIRMED	MSI_REFUSE_EMAIL_NOT_CONFIRMED
MSI_REFUSE_BAN_BY_GM	MSI_REFUSE_BAN_BY_GM
MSI_REFUSE_TEMP_BAN_FOR_DBWORK	MSI_REFUSE_TEMP_BAN_FOR_DBWORK
MSI_REFUSE_SELF_LOCK	MSI_REFUSE_SELF_LOCK
MSI_REFUSE_NOT_PERMITTED_GROUP	MSI_REFUSE_NOT_PERMITTED_GROUP
MSI_REFUSE_WAIT_FOR_SAKRAY_ACTIVE	MSI_REFUSE_WAIT_FOR_SAKRAY_ACTIVE
MSI_EXPLAIN_AURA	/aura:可以简化光环.开 关
MSI_AURA_ON	光环正常显示[오오라 ON]
MSI_AURA_OFF	光环以简化形式显示[오오라 OFF]
MSI_PROHIBIT_LOG	聊天禁止记录 %d 次
MSI_PROHIBIT_LIST	聊天禁令列表
MSI_EXPLAIN_SHOWNAMETYPE	/이름표시 或 /showname:更改角色名称的显示方式.
MSI_EXPLAIN_NOCTRL	/noctrl:无需按下控制键即可自动攻击.开 关
MSI_NOCTRL_ON	无需按控制[/nc ON]自动攻击
MSI_NOCTRL_OFF	您必须按下 Control 键才能自动攻击 [/nc OFF]
MSI_APPEND_PROHIBIT	聊天禁令周期
MSI_ERASE_PROHIBIT	彻底解除聊天禁令并删除日志
MSI_REDUCE_PROHIBIT	减少聊天禁止时间(日志不删除)
MSI_SHOWNAME_ON	字体已正常更改[이름표시방식 1]
MSI_SHOWNAME_OFF	字体变细,显示队伍名称[이름표시방식 2]
MSI_EXPLAIN_DORIDORI	/doridori:连续输入该命令,字符会运行^^;;
MSI_BILLING_INTERNET_CAFE	正在网吧付款.
MSI_BILLING_BOTH	固定费率计费还剩 %d 天,%d 小时和 %d 分钟.即用即付计费还剩 %d 小时和 %d 分钟.
MSI_EXPLAIN_BINGBING	/bingbing:如果连续输入该命令,角色会旋转^^;;
MSI_EXPLAIN_BANGBANG	/bangbang:如果连续输入此命令,角色将开始旋转^^;;
MSI_EXPLAIN_SKILLFAIL	/skillfail:不显示红色技能使用失败信息.开 关
MSI_SKILLFAIL_ON	显示技能使用失败消息[/sf ON]
MSI_SKILLFAIL_OFF	不显示技能使用失败消息[/sf OFF]
MSI_EXPLAIN_NOTALKMSG	/notalkmsg:聊天窗口中不显示聊天内容.开 关
MSI_NOTALKMSG_ON	聊天内容显示在聊天窗口[/nm ON]中
MSI_NOTALKMSG_OFF	聊天窗口[/nm OFF]中不显示聊天内容
MSI_EXPLAIN_SET1	/set1 : /nc + /showname + /sf + /wi, /set2 : + /q3
MSI_EXPLAIN_FOG	/fog:您可以打开或关闭FOG效果.开 关
MSI_SUGGEST_COUPLE	我已经求婚了.你愿意接受吗?
MSI_HOWITEMDIV	物品分配方式
MSI_ITEMDIV1	获得每一个
MSI_ITEMDIV2	分布均匀
MSI_KEYCRYPT	nProtect KeyCrypt
MSI_KEYCRYPT_INSTALL_KEYDRIVER	已检测到键盘驱动程序. \n\n您想安装安全键盘输入插件吗?    \n\n (安装附加功能后,需要重新启动系统)
MSI_KEYCRYPT_REBOOT	安装已完成. \n\n重新启动系统.
MSI_KEYCRYPT_INSTALLFAIL	安装失败.
MSI_KEYCRYPT_SKIPKEYCRYPT	继续而不应用键盘安全性.
MSI_KEYCRYPT_NOKEYCRYPTFILE	键盘安全所需的文件不存在.  \n\n(npkeyc.vxd,npkeyc.sys,npkeycs.sys)
MSI_KEYCRYPT_USBKEYBOARD	已检测到 USB 键盘. \n\n您想安装安全键盘输入插件吗?    \n\n (安装附加功能后,需要重新启动系统)
MSI_FINDHACK_PATH	ftp://ragnarok.nefficient.co.kr/pub/ragnarok/ragnarok0526.exe
MSI_FINDHACK_NOTINSTALLED	FindHack 未正确安装.请下载 ragnarok0226.exe 并将其安装在 Ragnarok 的安装文件夹 (%d) 中.
MSI_FINDHACK_HACKTOOLEXIST	黑客工具是存在的,但治疗效果不佳.诸神黄昏不会运行.
MSI_FINDHACK_CANTDOWNLOAD	黑客工具诊断程序未正确下载.请下载ragnarok0226.exe并将其安装在Ragnarok的安装文件夹中.
MSI_FINDHACK_NOFILE	存在 NPX.DLL 注册错误或没有运行 FindHack 所需的文件.请下载ragnarok0226.exe并将其安装在Ragnarok的安装文件夹中.
MSI_FINDHACK_EXCEPTION	发生异常.请致电(02-3281-0361)联系我们.返回值 (%d)
MSI_FINDHACK_EXITPRESSED	您点击了退出按钮.
MSI_FINDHACK_UPDATEFAILED	访问 Findhack 更新服务器失败.请稍后重试或联系 Gravity 运营团队.
MSI_NAMED_PET	被爱
MSI_REPORTCOMMAND_EXPLANATION	/report 或 /신고:保存捕获文件以进行报告.
MSI_REPORTTEXT_HEADER	该文件将被Gravity Co., Ltd.的管理团队用作游戏中不当行为或无礼行为的证据.\n如果该文件以不同的文件格式保存或内容被更改而与原始文件\n不符,该文件将失去其证据.
MSI_LOVE_SKILL	我爱你♡
MSI_EXPLAIN_BRIGHT	如果屏幕或效果太亮而对您的眼睛造成疲劳,请调整显示器亮度.
MSI_EXPLAIN_ALTTAB	如果全屏模式不能正常工作,有些模式在运行游戏后使用 ALT+TAB 切换屏幕可以正常工作.
MSI_SERVER_PROPERTY_PAY	(%d 人)- 付费服务器
MSI_SERVER_PROPERTY_FREE	(%d 人)- 免费服务器
MSI_CANT_CONNECT_TO_PAY_SERVER	免费会员无法访问付费服务器.
MSI_QUICKSPELL_ON	右键单击F9即可使用保存的技能. [/q1 ON]
MSI_QUICKSPELL_OFF	鼠标右键无法使用技能[/q1 OFF]
MSI_EXPLAIN_QUICKSPELL	/quickspell:右键使用F9保存的技能.开 关
MSI_QUICKSPELL2_ON	使用鼠标滚轮使用 F7 和 F8 保存的技能. [/q2 ON]
MSI_QUICKSPELL2_OFF	无法通过鼠标滚轮使用技能 [/q2 OFF]
MSI_EXPLAIN_QUICKSPELL2	/quickspell2:上下滚动鼠标滚轮可以使用F7和F8中存储的技能.开 关
MSI_EXPLAIN_QUICKSPELL3	/q3 : /quickspell (/q1) + /quickspell2 (/q2)
MSI_EMOTION_STARE	/찌릿
MSI_EMOTION_HUNGRY	/밥
MSI_EMOTION_COOL	/멋져
MSI_EMOTION_MERONG	/메롱
MSI_EMOTION_SHY	/부끄
MSI_EMOTION_GOODBOY	/쓱쓱
MSI_EMOTION_SPTIME	/엠탐
MSI_EMOTION_SEXY	/질질
MSI_EMOTION_COMEON	/컴온
MSI_EMOTION_SLEEPY	/하품
MSI_EMOTION_CONGRATULATION	/축하
MSI_EMOTION_HPTIME	/피탐
MSI_EXPLAIN_EMOTION	/이모션:显示当前可用情绪的列表.
MSI_BATTLE_ON	使用键盘在技能快捷窗口1,2,3中使用技能.[/bm ON]
MSI_BATTLE_OFF	技能快捷窗口1,2,3中的技能无法通过键盘使用. [/bm OFF]
MSI_EXPLAIN_BATTLE	/battlemode:当按下Q~O时,使用技能快捷键窗口2中的技能.
MSI_EXPLAIN_BATTLE2	当你按下A~L时,技能快捷键窗口3中的技能就会被使用.
MSI_EXPLAIN_LAG	如果您在运行 Ragnarok 时运行另一个程序,游戏速度可能会变慢.
MSI_SUPERNOVICE1	天使,你能听到我的声音吗? ^^;
MSI_SUPERNOVICE2	超级新手
MSI_SUPERNOVICE3	是的~
MSI_SUPERNOVICE4	请大家帮帮我吧~ㅠ_ㅠ
MSI_SUGGEST_BABY	他想收养你.你愿意接受吗?
MSI_EXPLAIN_BATTLE3	如果按Z~>,则会使用技能快捷键窗口1中的技能.开 关
MSI_EXPLAIN_BATTLE4	您可以通过按一次空格键然后输入文本来聊天.
MSI_NPGAMEMON_ERROR_AUTH_GAMEGUARD	GameGuard 文件丢失或已被修改.请尝试安装 GameGuard 安装文件.
MSI_NPGAMEMON_ERROR_CRYPTOAPI	Windows 中的某些系统文件已损坏.请尝试重新安装 Internet Explorer (IE).
MSI_NPGAMEMON_ERROR_EXECUTE	GameGuard 执行失败.请尝试重新安装 GameGuard 安装文件.
MSI_NPGAMEMON_ERROR_ILLEGAL_PRG	发现非法程序.请关闭不需要的程序并再次尝试运行它们.
MSI_NPGMUP_ERROR_ABORT	您已取消 GameGuard 更新.如果连接无法继续,请检查互联网和防火墙状态.
MSI_NPGMUP_ERROR_CONNECT	无法连接到 GameGuard 更新服务器.请稍后重试,或检查您的互联网和防火墙状态.
MSI_NPGMUP_ERROR_AUTH	GameGuard 更新无法完成.请运行病毒扫描,或使用电脑管理程序调整设置,然后运行游戏.
MSI_EXPLAIN_NOTRADE	/notrade:自动拒绝交易请求 开 关
MSI_NOTRADE_ON	交易请求和好友注册请求被自动拒绝[/nt ON]
MSI_NOTRADE_OFF	我们正在正常接收交易请求和好友注册请求. [/nt OFF]
MSI_LIMIT_BUY_ITEM	您一次购买的同一商品不得超过 30,000 件.
MSI_NOT_ENOUGH_SOURCE	没有足够的成分.
MSI_ALREADY_CONNECT	帐户信息保留在 %s 中.
MSI_HACKING_INVESTIGATION	在调查帐户被盗事件时,登录已被阻止.如需进一步查询,请就帐户被盗问题向我们发送电子邮件.
MSI_BUG_INVESTIGATION	由于我们正在调查错误,因此暂时禁止您访问该网站.
MSI_REPAIRITEMLIST	可修复的项目
MSI_ITEM_REPAIR_SUCCEESS	物品修复成功
MSI_ITEM_REPAIR_FAIL	物品修复失败(请检查材质或与对手的距离等)
MSI_SYSTEM_CHECK_ON	持续检查系统状态.[운영자모드] [/sc ON]
MSI_SYSTEM_CHECK_OFF	不会连续检查系统状态.[운영자모드] [/sc OFF]
MSI_EXPLAIN_SYSTEM_CHECK	/systemcheck:持续检查系统状态.[운영자모드]
MSI_SUGGEST_JOIN_FRIEND	(%s) 发送了好友请求.你想成为朋友吗?
MSI_FRIEND_ADD_ME_OVERSIZE	您无法再注册为好友.
MSI_FRIEND_ADD_OTHER_OVERSIZE	(%s) 无法再注册为好友.
MSI_FRIEND_ADD_SUCCEED	您已与 (%s) 成为朋友.
MSI_FRIEND_ADD_FALSE	我不想 (%s) 成为我的朋友.
MSI_BLOCKED	该字符被阻止到 %s.
MSI_OVERPRICE	即使您输入超过 1000 万 Zeny,价格也会以 1000 万 Zeny 出售.
MSI_LITTLEUSER	(较少的)
MSI_ALITTLEUSER	(稍微少一点)
MSI_NORMLEUSER	(通常)
MSI_MANYUSER	(充足)
MSI_VERYMANYUSER	(很多)
MSI_GM_BAD_MANNER_START	由于不礼貌行为,管理员将禁止聊天.
MSI_GM_BAD_MANNER_REMAIN	GM 的聊天禁令将在 %d 分钟后生效.
MSI_GM_BAD_MANNER_END	GM的聊天禁令已经解除.
MSI_AUTO_BAD_MANNER_START	由于反垃圾邮件系统,应用了自动聊天禁令.
MSI_AUTO_BAD_MANNER_REMAIN	由于反垃圾邮件系统,聊天禁令还剩 %d 分钟.
MSI_AUTO_BAD_MANNER_END	由于反垃圾邮件系统而导致的聊天禁令已被解除.玩游戏时请注意壁纸.
MSI_DIVORCE	%s 和 %s 已离婚.
MSI_STARPLACE1	拳聖 %s의 태양의 장소로 %s 가 지정됐습니다.
MSI_STARPLACE2	拳聖 %s의 달의 장소로 %s 가 지정됐습니다.
MSI_STARPLACE3	拳聖 %s의 별의 장소로 %s 가 지정됐습니다.
MSI_STARPLACE4	拳聖 %s의 태양의 장소는 %s 입니다
MSI_STARPLACE5	拳聖 %s의 달의 장소는 %s 입니다
MSI_STARPLACE6	拳聖 %s의 별의 장소는 %s 입니다
MSI_STARMONSTER1	拳聖 %s의 태양의 몬스터로 %s 가 지정됐습니다.
MSI_STARMONSTER2	拳聖 %s의 달의 몬스터로 %s 가 지정됐습니다.
MSI_STARMONSTER3	拳聖 %s의 별의 몬스터로 %s 가 지정됐습니다.
MSI_STARMONSTER4	拳聖 %s의 태양의 몬스터는 %s 입니다
MSI_STARMONSTER5	拳聖 %s의 달의 몬스터는 %s 입니다
MSI_STARMONSTER6	拳聖 %s의 별의 몬스터는 %s 입니다
MSI_EXPLAIN_WINDOW	/window:当窗口位置移动时,包含粘到其他窗口的属性.开 关
MSI_WINDOW_ON	移动窗口位置时,它可以很好地粘附到其他窗口 [/wi ON]
MSI_WINDOW_OFF	它不具有当窗口位置移动时附加到其他窗口的属性. [/wi OFF]
MSI_EXPLAIN_PVP_INFO	/pvpinfo:您可以查看您的PVP胜/负以及PVP积分.
MSI_PVP_INFO	目前 %d 获胜,%d 失败,PVP 积分为 %d.
MSI_SEND_MANNER_POINT	您已成功发送您的礼貌积分.
MSI_PKZONE	目前,这是一个可以PK的区域.请注意意外攻击.
MSI_NPGAMEMON_ERROR_100ERROR	由于与病毒或间谍软件冲突,GameGuard 更新失败.请使用防病毒程序/스파이웨어删除程序后连接.
MSI_NPGAMEMON_XP_COMPATIBILITY	由于 Windows 兼容性问题,该程序正在关闭.请尝试再次运行游戏
MSI_PK_HONOR	聊天,技能和物品无法再使用.
MSI_DELETING_CHAR	由于角色正在被删除,因此访问暂时受到限制.
MSI_DELETING_SPOUSE_CHAR	由于我们正在删除婚姻伴侣的角色,因此访问将暂时受到限制.
MSI_NOVICE	Novice
MSI_SWORDMAN	Swordman
MSI_MAGICIAN	Magician
MSI_ARCHER	Archer
MSI_ACOLYTE	Acolyte
MSI_MERCHANT	Merchant
MSI_THIEF	Thief
MSI_KNIGHT	Knight
MSI_PRIEST	Priest
MSI_WIZARD	Wizard
MSI_BLACKSMITH	Blacksmith
MSI_HUNTER	Hunter
MSI_ASSASSIN	Assassin
MSI_NOVICE_W	Novice
MSI_SWORDMAN_W	Swordman
MSI_MAGICIAN_W	Magician
MSI_ARCHER_W	Archer
MSI_ACOLYTE_W	Acolyte
MSI_MERCHANT_W	Merchant
MSI_THIEF_W	Thief
MSI_KNIGHT_W	Knight
MSI_PRIEST_W	Prieset
MSI_WIZARD_W	Wizerd
MSI_BLACKSMITH_W	Blacksmith
MSI_HUNTER_W	Hunter
MSI_ASSASSIN_W	Assassin
MSI_REQ_JOIN_BABY	申请收养 (%s) 作为您的孩子
MSI_SUGGEST_BABY2	成为小孩后,角色无法转移,属性无法升至80以上,HP,SP也会减少.这还可以吗?
MSI_GOSPEL1	所有不良状态的疾病都已被消除.
MSI_GOSPEL2	在 1 分钟内对所有异常状态免疫.
MSI_GOSPEL3	最大生命力大幅提升,持续1分钟.
MSI_GOSPEL4	最大魔力大幅提升,持续1分钟.
MSI_GOSPEL5	所有能力大幅提升,持续1分钟.
MSI_GOSPEL6	使用1分钟的武器会获得神圣属性.
MSI_GOSPEL7	使用 1 分钟的盔甲会获得神圣属性.
MSI_GOSPEL8	防御力大幅提升,持续10秒.
MSI_GOSPEL9	攻击力大幅提升,持续1分钟.
